16-7-21 下午1:57
项目统计

     	    片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	101133	421051	3605151	3954532	  2065	
剩余：  	 83148	379180	3333065	3660972	  2065	
独特：  	 47359	300630	2532248	2817008	  2064	
剩余独特：	 47010	298063	2515315	2797722	  2064	


单文件统计：

文件名                                                                     	 总片段	剩余片段	独特片段	剩余独特片段	总计词汇	剩余词汇	独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
documentation/cipher/usesha3fingerprint.html                            	  25	  15	   8	     8	  61	  48	  28	    28	     717	      641	      451	        451	     752	      673	      474	        474	
documentation/clipboard/clearclipboard.html                             	  20	  11	  10	    10	  47	  35	  34	    34	     440	      371	      361	        361	     469	      397	      387	        387	
documentation/clipboard/getclipboardimage.html                          	  32	  24	  18	    18	 124	 113	  92	    92	     917	      851	      688	        688	    1009	      940	      763	        763	
documentation/clipboard/getclipboardtext.html                           	  20	  12	   6	     6	  59	  48	  42	    42	     494	      430	      317	        317	     538	      471	      358	        358	
documentation/clipboard/index.html                                      	  25	  19	  12	    12	 116	 106	  99	    99	     859	      797	      670	        670	     951	      884	      757	        757	
documentation/clipboard/setclipboardimage.html                          	  27	  18	  12	    12	 104	  92	  86	    86	     905	      834	      736	        736	     999	      925	      827	        827	
documentation/clipboard/setclipboardtext.html                           	  21	  13	   8	     8	  50	  39	  34	    34	     447	      383	      305	        305	     477	      410	      332	        332	
documentation/console/clearconsole.html                                 	  28	  15	  15	    11	  72	  30	  56	    26	     750	      450	      616	        389	     810	      479	      673	        418	
documentation/console/closeconsole.html                                 	  27	  12	  13	     8	  86	  16	  69	    12	     793	      245	      647	        175	     874	      250	      725	        180	
documentation/console/consolecolor.html                                 	  51	  33	  39	    29	 166	  96	 151	    92	    1316	      935	     1187	        874	    1475	     1033	     1343	        972	
documentation/console/consolecursor.html                                	  39	  20	  20	    10	 173	  72	 150	    61	    1290	      715	     1010	        510	    1453	      790	     1165	        580	
documentation/console/consoleerror.html                                 	  24	  12	  14	    10	  65	  16	  52	    14	     556	      228	      464	        200	     598	      229	      503	        201	
documentation/console/consolelocate.html                                	  32	  18	  13	     8	 114	  50	  89	    37	    1009	      619	      716	        401	    1112	      668	      811	        445	
documentation/console/consoletitle.html                                 	  27	  15	  10	     6	 109	  31	  91	    24	     844	      392	      630	        246	     938	      416	      721	        270	
documentation/console/enablegraphicalconsole.html                       	  33	  24	  11	    11	 171	 159	 148	   148	    1274	     1199	     1016	       1016	    1426	     1348	     1165	       1165	
documentation/console/index.html                                        	  58	  46	  31	    25	 209	  89	 184	    74	    1699	     1073	     1376	        812	    1857	     1122	     1529	        861	
documentation/console/inkey.html                                        	  42	  28	  22	    18	 209	 142	 188	   134	    1587	     1228	     1366	       1085	    1799	     1387	     1575	       1244	
documentation/console/input.html                                        	  37	  27	  15	    15	 197	 184	 176	   176	    1326	     1248	     1101	       1101	    1508	     1427	     1280	       1280	
documentation/console/openconsole.html                                  	  40	  19	  18	     6	 214	  86	 192	    76	    1415	      699	     1161	        518	    1598	      771	     1341	        590	
documentation/console/print.html                                        	  41	  31	  15	    15	 238	 225	 213	   213	    1555	     1477	     1257	       1257	    1778	     1697	     1477	       1477	
documentation/console/printn.html                                       	  43	  33	  11	    11	 253	 240	 129	   129	    1572	     1494	      786	        786	    1800	     1719	      918	        918	
documentation/console/rawkey.html                                       	  39	  30	  11	    11	 168	 156	  79	    79	    1354	     1279	      484	        484	    1526	     1448	      557	        557	
documentation/console/readconsoledata.html                              	  58	  49	  41	    41	 296	 284	 275	   275	    2379	     2306	     2189	       2189	    2640	     2564	     2445	       2445	
documentation/console/writeconsoledata.html                             	  23	  16	   9	     9	  91	  81	  67	    67	     570	      511	      386	        386	     640	      578	      446	        446	
documentation/database/affecteddatabaserows.html                        	  21	  14	  10	    10	  51	  41	  27	    27	     489	      430	      308	        308	     521	      459	      327	        327	
documentation/database/checkdatabasenull.html                           	  40	  32	  27	    27	 148	 137	 131	   131	    1280	     1214	     1168	       1168	    1394	     1325	     1276	       1276	
documentation/database/closedatabase.html                               	  25	  16	  12	    12	  69	  57	  53	    53	     644	      573	      508	        508	     690	      616	      551	        551	
documentation/database/databasecolumnindex.html                         	  32	  25	  14	    14	 103	  93	  79	    79	    1001	      942	      749	        749	    1076	     1014	      818	        818	
documentation/database/databasecolumnname.html                          	  24	  17	   9	     9	  55	  45	  31	    31	     574	      515	      388	        388	     609	      547	      414	        414	
documentation/database/databasecolumns.html                             	  23	  16	   8	     8	  58	  48	  37	    37	     645	      586	      440	        440	     684	      622	      473	        473	
documentation/database/databasecolumnsize.html                          	  25	  18	   8	     8	  79	  69	  53	    53	     677	      618	      449	        449	     735	      673	      498	        498	
documentation/database/databasecolumntype.html                          	  34	  27	  15	    15	 129	 119	 103	   103	    1066	     1007	      831	        831	    1174	     1112	      930	        930	
documentation/database/databasedriverdescription.html                   	  27	  18	  13	    13	  60	  48	  43	    43	     766	      695	      592	        592	     804	      730	      627	        627	
documentation/database/databasedrivername.html                          	  27	  18	   8	     8	  62	  50	  26	    26	     759	      688	      354	        354	     799	      725	      377	        377	
documentation/database/databaseerror.html                               	  31	  22	  13	    13	  91	  79	  71	    71	    1008	      937	      776	        776	    1082	     1008	      847	        847	
documentation/database/databaseid.html                                  	  18	  12	   7	     7	  56	  48	  40	    40	     445	      393	      321	        321	     487	      433	      358	        358	
documentation/database/databasequery.html                               	  90	  81	  51	    51	 436	 424	 365	   365	    3747	     3674	     2974	       2974	    4123	     4047	     3308	       3308	
documentation/database/databaseupdate.html                              	  69	  60	  23	    23	 348	 336	 202	   202	    2944	     2871	     1709	       1709	    3243	     3167	     1900	       1900	
documentation/database/examinedatabasedrivers.html                      	  25	  16	   7	     7	  68	  56	  41	    41	     731	      660	      443	        443	     779	      705	      482	        482	
documentation/database/finishdatabasequery.html                         	  32	  23	   6	     6	  99	  87	  30	    30	    1089	     1018	      340	        340	    1171	     1097	      367	        367	
documentation/database/firstdatabaserow.html                            	  29	  21	   9	     9	  80	  69	  54	    54	     853	      787	      562	        562	     908	      839	      611	        611	
documentation/database/getdatabaseblob.html                             	  46	  38	  11	    11	 192	 181	  77	    77	    1498	     1432	      616	        616	    1650	     1581	      686	        686	
documentation/database/getdatabasedouble.html                           	  40	  32	   7	     7	 148	 137	  35	    35	    1291	     1225	      443	        443	    1405	     1336	      475	        475	
documentation/database/getdatabasefloat.html                            	  40	  32	   7	     7	 146	 135	  33	    33	    1277	     1211	      427	        427	    1389	     1320	      457	        457	
documentation/database/getdatabaselong.html                             	  40	  32	   7	     7	 150	 139	  37	    37	    1269	     1203	      419	        419	    1385	     1316	      453	        453	
documentation/database/getdatabasequad.html                             	  40	  32	   7	     7	 150	 139	  37	    37	    1265	     1199	      414	        414	    1381	     1312	      448	        448	
documentation/database/getdatabasestring.html                           	  40	  32	   7	     7	 148	 137	  31	    31	    1243	     1177	      279	        279	    1357	     1288	      307	        307	
documentation/database/index.html                                       	 109	 103	  56	    56	 225	 215	 173	   173	    3224	     3162	     2258	       2258	    3338	     3271	     2367	       2367	
documentation/database/isdatabase.html                                  	  25	  17	   8	     8	  99	  88	  65	    65	     726	      660	      430	        430	     804	      735	      491	        491	
