16-7-21 下午1:57
项目统计

     	    片段	    词汇	字符（无空白）	字符（含空白）	#Files	
总共：  	101133	421051	3605151	3954532	  2065	
剩余：  	 83148	379180	3333065	3660972	  2065	
独特：  	 47359	300630	2532248	2817008	  2064	
剩余独特：	 47010	298063	2515315	2797722	  2064	


单文件统计：

文件名                                                                     	 总片段	剩余片段	独特片段	剩余独特片段	总计词汇	剩余词汇	独特词汇	剩余独特词汇	总字符（无空白）	剩余字符（无空白）	独特字符（无空白）	剩余独特字符（无空白）	总字符（含空白）	剩余字符（含空白）	独特字符（含空白）	剩余独特字符（含空白）	
documentation/memory/freememory.html                                    	  33	  24	  12	    12	 130	 118	 107	   107	    1011	      940	      735	        735	    1112	     1038	      833	        833	
documentation/memory/freestructure.html                                 	  32	  23	   9	     9	 138	 126	  58	    58	     998	      927	      454	        454	    1107	     1033	      506	        506	
documentation/memory/index.html                                         	  87	  81	  61	    61	 148	 138	 120	   120	    1806	     1744	     1441	       1441	    1870	     1803	     1500	       1500	
documentation/memory/memorysize.html                                    	  25	  18	   8	     8	  71	  61	  41	    41	     646	      587	      343	        343	     696	      634	      380	        380	
documentation/memory/memorystringlength.html                            	  30	  23	  12	    12	 109	  99	  65	    65	     837	      778	      512	        512	     925	      863	      575	        575	
documentation/memory/movememory.html                                    	  30	  21	   7	     7	  99	  87	  44	    44	     778	      707	      395	        395	     850	      776	      435	        435	
documentation/memory/peeka.html                                         	  20	  13	   8	     8	  48	  38	  33	    33	     359	      300	      242	        242	     391	      329	      271	        271	
documentation/memory/peekb.html                                         	  20	  13	   7	     7	  47	  37	  27	    27	     334	      275	      201	        201	     365	      303	      225	        225	
documentation/memory/peekc.html                                         	  21	  14	   7	     7	  55	  45	  33	    33	     401	      342	      243	        243	     438	      376	      273	        273	
documentation/memory/peekd.html                                         	  20	  13	   7	     7	  47	  37	  27	    27	     339	      280	      206	        206	     370	      308	      230	        230	
documentation/memory/peekf.html                                         	  20	  13	   7	     7	  46	  36	  26	    26	     331	      272	      198	        198	     361	      299	      221	        221	
documentation/memory/peeki.html                                         	  20	  13	   7	     7	  57	  47	  37	    37	     385	      326	      252	        252	     424	      362	      284	        284	
documentation/memory/peekl.html                                         	  20	  13	   7	     7	  47	  37	  27	    27	     335	      276	      202	        202	     366	      304	      226	        226	
documentation/memory/peekq.html                                         	  20	  13	   7	     7	  47	  37	  27	    27	     335	      276	      202	        202	     366	      304	      226	        226	
documentation/memory/peeks.html                                         	  35	  28	  11	    11	 144	 134	  74	    74	    1046	      987	      523	        523	    1165	     1103	      592	        592	
documentation/memory/peeku.html                                         	  20	  13	   7	     7	  48	  38	  28	    28	     354	      295	      221	        221	     386	      324	      246	        246	
documentation/memory/peekw.html                                         	  20	  13	   7	     7	  47	  37	  27	    27	     335	      276	      202	        202	     366	      304	      226	        226	
documentation/memory/pokea.html                                         	  22	  14	   5	     5	  47	  36	  24	    24	     338	      274	      185	        185	     366	      299	      207	        207	
documentation/memory/pokeb.html                                         	  22	  14	   4	     4	  47	  36	  19	    19	     333	      269	      160	        160	     361	      294	      178	        178	
documentation/memory/pokec.html                                         	  23	  15	   4	     4	  55	  44	  25	    25	     395	      331	      197	        197	     429	      362	      221	        221	
documentation/memory/poked.html                                         	  22	  14	   4	     4	  47	  36	  19	    19	     336	      272	      163	        163	     364	      297	      181	        181	
documentation/memory/pokef.html                                         	  22	  14	   4	     4	  46	  35	  18	    18	     331	      267	      158	        158	     358	      291	      175	        175	
documentation/memory/pokei.html                                         	  22	  14	   4	     4	  57	  46	  29	    29	     381	      317	      208	        208	     417	      350	      234	        234	
documentation/memory/pokel.html                                         	  22	  14	   4	     4	  47	  36	  19	    19	     334	      270	      161	        161	     362	      295	      179	        179	
documentation/memory/pokeq.html                                         	  22	  14	   4	     4	  47	  36	  19	    19	     334	      270	      161	        161	     362	      295	      179	        179	
documentation/memory/pokes.html                                         	  37	  30	  17	    17	 190	 180	 150	   150	    1263	     1204	      999	        999	    1426	     1364	     1143	       1143	
documentation/memory/pokeu.html                                         	  22	  14	   4	     4	  47	  36	  19	    19	     341	      277	      168	        168	     369	      302	      186	        186	
documentation/memory/pokew.html                                         	  22	  14	   4	     4	  47	  36	  19	    19	     356	      292	      172	        172	     384	      317	      190	        190	
documentation/memory/reallocatememory.html                              	  63	  54	  29	    29	 367	 355	 270	   270	    2464	     2391	     1794	       1794	    2786	     2710	     2047	       2047	
documentation/menu/bindmenuevent.html                                   	  61	  52	  25	    25	 224	 212	  97	    97	    2260	     2189	     1041	       1041	    2429	     2355	     1127	       1127	
documentation/menu/closesubmenu.html                                    	  23	  13	   9	     9	  53	  40	  36	    36	     463	      387	      327	        327	     497	      418	      358	        358	
documentation/menu/createimagemenu.html                                 	  62	  53	  29	    29	 265	 253	 209	   209	    2485	     2412	     1923	       1923	    2724	     2648	     2143	       2143	
documentation/menu/createmenu.html                                      	  62	  53	  17	    17	 233	 221	 132	   132	    2291	     2218	     1399	       1399	    2487	     2411	     1541	       1541	
documentation/menu/createpopupimagemenu.html                            	  75	  66	  23	    23	 331	 319	 189	   189	    3416	     3343	     2089	       2089	    3777	     3701	     2358	       2358	
documentation/menu/createpopupmenu.html                                 	  77	  68	  31	    31	 310	 298	 200	   200	    3357	     3284	     2348	       2348	    3700	     3624	     2626	       2626	
documentation/menu/disablemenuitem.html                                 	  35	  26	  16	    16	 120	 108	  98	    98	    1115	     1044	      880	        880	    1227	     1153	      989	        989	
documentation/menu/displaypopupmenu.html                                	  40	  31	  15	    15	 161	 149	 134	   134	    1162	     1091	      869	        869	    1290	     1216	      992	        992	
documentation/menu/freemenu.html                                        	  26	  17	  10	    10	  64	  52	  45	    45	     614	      543	      427	        427	     655	      581	      465	        465	
documentation/menu/getmenuitemstate.html                                	  42	  33	  18	    18	 173	 161	 143	   143	    1677	     1604	     1317	       1317	    1931	     1855	     1565	       1565	
documentation/menu/getmenuitemtext.html                                 	  23	  16	   9	     9	  53	  43	  33	    33	     459	      400	      314	        314	     493	      431	      342	        342	
documentation/menu/getmenutitletext.html                                	  23	  16	  11	    11	  63	  53	  45	    45	     489	      430	      368	        368	     533	      471	      406	        406	
documentation/menu/hidemenu.html                                        	  24	  16	  10	    10	  61	  50	  44	    44	     434	      370	      294	        294	     474	      407	      331	        331	
documentation/menu/index.html                                           	  75	  69	  36	    36	 163	 153	 121	   121	    1935	     1873	     1332	       1332	    2028	     1961	     1420	       1420	
documentation/menu/ismenu.html                                          	  26	  18	   9	     9	  78	  67	  48	    48	     603	      537	      367	        367	     659	      590	      410	        410	
documentation/menu/menubar.html                                         	  30	  20	   9	     9	  84	  71	  57	    57	     974	      898	      613	        613	    1073	      994	      704	        704	
documentation/menu/menuheight.html                                      	  20	  12	   9	     9	 106	  96	  93	    93	     590	      526	      493	        493	     682	      616	      583	        583	
documentation/menu/menuid.html                                          	  26	  19	   8	     8	  69	  59	  41	    41	     613	      554	      286	        286	     660	      598	      324	        324	
documentation/menu/menuitem.html                                        	  65	  55	  34	    34	 426	 413	 388	   388	    2915	     2837	     2389	       2389	    3322	     3241	     2787	       2787	
documentation/menu/menutitle.html                                       	  33	  24	  12	    12	 130	 118	  90	    90	    1241	     1170	      913	        913	    1402	     1328	     1053	       1053	
documentation/menu/opensubmenu.html                                     	  41	  32	  13	    13	 157	 145	 115	   115	    1555	     1484	     1044	       1044	    1755	     1681	     1229	       1229	
documentation/menu/setmenuitemstate.html                                	  36	  26	  14	    14	 140	 127	 112	   112	    1189	     1111	      920	        920	    1314	     1233	     1039	       1039	
documentation/menu/setmenuitemtext.html                                 	  25	  17	   7	     7	  57	  46	  28	    28	     472	      408	      275	        275	     507	      440	      299	        299	
documentation/menu/setmenutitletext.html                                	  25	  17	   8	     8	  55	  44	  32	    32	     477	      413	      300	        300	     510	      443	      327	        327	
documentation/menu/unbindmenuevent.html                                 	  43	  34	   9	     9	 138	 126	  42	    42	    1476	     1405	      346	        346	    1584	     1510	      383	        383	
documentation/mesh/addsubmesh.html                                      	  36	  28	  22	    22	 173	 162	 148	   148	    1296	     1232	     1127	       1127	    1450	     1383	     1270	       1270	
documentation/mesh/buildmeshshadowvolume.html                           	  22	  14	  12	    12	  67	  56	  54	    54	     483	      419	      394	        394	     531	      464	      439	        439	
documentation/mesh/buildmeshtangents.html                               	  21	  13	  10	    10	  43	  32	  29	    29	     443	      379	      328	        328	     468	      401	      350	        350	
documentation/mesh/copymesh.html                                        	  19	  15	  10	    10	  88	  83	  79	    79	     601	      570	      493	        493	     675	      643	      566	        566	
documentation/mesh/createcone.html                                      	  45	  37	  27	    27	 212	 201	 183	   183	    1882	     1816	     1647	       1647	    2066	     1997	     1821	       1821	
documentation/mesh/createcube.html                                      	  38	  30	   9	     9	 174	 163	  64	    64	    1635	     1569	      651	        651	    1787	     1718	      711	        711	
documentation/mesh/createcylinder.html                                  	  48	  40	  15	    15	 250	 239	 134	   134	    2113	     2047	     1062	       1062	    2332	     2263	     1187	       1187	
documentation/mesh/createline3d.html                                    	  51	  43	  19	    19	 300	 289	 180	   180	    2195	     2129	     1286	       1286	    2456	     2387	     1456	       1456	
documentation/mesh/createmesh.html                                      	  39	  32	  16	    16	 255	 246	 170	   170	    1583	     1524	     1065	       1065	    1821	     1760	     1242	       1242	
documentation/mesh/createplane.html                                     	  54	  46	  24	    24	 340	 329	 206	   206	    2356	     2290	     1285	       1285	    2658	     2589	     1472	       1472	
documentation/mesh/createsphere.html                                    	  46	  38	  18	    18	 262	 251	 153	   153	    2065	     1999	     1099	       1099	    2297	     2228	     1239	       1239	
documentation/mesh/finishmesh.html                                      	  24	  15	   9	     9	  77	  65	  59	    59	     564	      496	      414	        414	     620	      549	      467	        467	
documentation/mesh/freemesh.html                                        	  21	  13	  10	    10	  64	  54	  51	    51	     446	      382	      352	        352	     492	      426	      396	        396	
documentation/mesh/getmeshdata.html                                     	  57	  50	  41	    41	 233	 223	 196	   196	    1702	     1643	     1483	       1483	    1926	     1864	     1686	       1686	
documentation/mesh/index.html                                           	  89	  83	  55	    55	 149	 139	 111	   111	    2129	     2067	     1636	       1636	    2190	     2123	     1692	       1692	
documentation/mesh/ismesh.html                                          	  17	  13	   7	     7	  70	  65	  51	    51	     430	      399	      300	        300	     489	      457	      348	        348	
documentation/mesh/loadmesh.html                                        	  39	  31	  20	    20	 187	 176	 159	   159	    1264	     1198	     1031	       1031	    1412	     1343	     1169	       1169	
documentation/mesh/meshface.html                                        	  31	  23	  16	    16	 103	  92	  85	    85	     708	      644	      543	        543	     783	      716	      615	        615	
documentation/mesh/meshid.html                                          	  14	  10	   5	     5	  38	  33	  27	    27	     320	      289	      219	        219	     347	      315	      245	        245	
documentation/mesh/meshindex.html                                       	  33	  25	   9	     9	  99	  88	  72	    72	    1007	      943	      681	        681	    1076	     1009	      747	        747	
documentation/mesh/meshindexcount.html                                  	  25	  18	   9	     9	  83	  73	  54	    54	     607	      548	      410	        410	     670	      608	      460	        460	
documentation/mesh/meshradius.html                                      	  20	  13	   6	     6	  46	  36	  26	    26	     374	      315	      222	        222	     404	      342	      246	        246	
documentation/mesh/meshvertexcolor.html                                 	  28	  19	   8	     8	  62	  42	  30	    30	     732	      618	      411	        411	     767	      642	      435	        435	
documentation/mesh/meshvertexcount.html                                 	  25	  18	   8	     8	  82	  72	  51	    51	     633	      574	      408	        408	     695	      633	      456	        456	
documentation/mesh/meshvertexnormal.html                                	  28	  20	   9	     9	  77	  66	  53	    53	     805	      741	      534	        534	     857	      790	      581	        581	
documentation/mesh/meshvertexposition.html                              	  33	  25	   9	     9	  89	  78	  60	    60	    1030	      966	      662	        662	    1089	     1022	      716	        716	
documentation/mesh/meshvertextangent.html                               	  29	  21	   9	     9	  77	  66	  52	    52	     892	      828	      580	        580	     943	      876	      626	        626	
documentation/mesh/meshvertextexturecoordinate.html                     	  32	  24	  15	    15	 137	 126	 117	   117	     977	      913	      739	        739	    1085	     1018	      844	        844	
documentation/mesh/normalizemesh.html                                   	  25	  17	   8	     8	  72	  61	  41	    41	     586	      522	      363	        363	     637	      570	      400	        400	
documentation/mesh/savemesh.html                                        	  27	  19	   9	     9	  76	  65	  38	    38	     585	      521	      294	        294	     636	      569	      326	        326	
documentation/mesh/setmeshdata.html                                     	  55	  48	  11	    11	 214	 204	  81	    81	    1564	     1505	      601	        601	    1765	     1703	      691	        691	
documentation/mesh/setmeshmaterial.html                                 	  28	  20	   8	     8	  77	  66	  41	    41	     605	      541	      324	        324	     657	      590	      361	        361	
documentation/mesh/submeshcount.html                                    	  22	  15	   6	     6	  49	  39	  20	    20	     448	      389	      244	        244	     479	      417	      262	        262	
documentation/mesh/transformmesh.html                                   	  46	  38	  24	    24	 263	 252	 181	   181	    1450	     1386	      961	        961	    1671	     1604	     1122	       1122	
documentation/mesh/updatemesh.html                                      	  41	  33	  10	    10	 120	 109	  76	    76	    1326	     1262	      830	        830	    1408	     1341	      899	        899	
documentation/mesh/updatemeshboundingbox.html                           	  21	  13	   7	     7	  69	  58	  49	    49	     457	      393	      324	        324	     506	      439	      367	        367	
documentation/mouse/examinemouse.html                                   	  29	  21	  15	    15	  63	  52	  46	    46	     688	      624	      544	        544	     725	      658	      578	        578	
documentation/mouse/index.html                                          	  39	  33	  21	    21	 106	  96	  81	    81	     965	      903	      703	        703	    1030	      963	      763	        763	
documentation/mouse/initmouse.html                                      	  19	  12	   9	     9	  85	  76	  73	    73	     547	      490	      447	        447	     618	      559	      516	        516	
documentation/mouse/mousebutton.html                                    	  26	  19	  11	    11	 110	 100	  85	    85	     777	      718	      590	        590	     868	      806	      671	        671	
documentation/mouse/mousedeltax.html                                    	  23	  15	   9	     9	  94	  83	  77	    77	     657	      593	      501	        501	     733	      666	      574	        574	
documentation/mouse/mousedeltay.html                                    	  23	  15	   8	     8	  94	  83	  64	    64	     654	      590	      412	        412	     730	      663	      473	        473	
documentation/mouse/mouselocate.html                                    	  25	  17	   8	     8	  67	  56	  46	    46	     538	      474	      369	        369	     583	      516	      410	        410	
documentation/mouse/mousewheel.html                                     	  22	  15	   8	     8	  84	  74	  67	    67	     567	      506	      414	        414	     634	      570	      478	        478	
documentation/mouse/mousex.html                                         	  25	  17	   8	     8	  76	  65	  56	    56	     619	      555	      436	        436	     675	      608	      489	        489	
documentation/mouse/mousey.html                                         	  25	  17	   6	     6	  76	  65	  33	    33	     623	      559	      285	        285	     679	      612	      317	        317	
documentation/mouse/releasemouse.html                                   	  21	  13	   9	     9	  66	  55	  50	    50	     467	      403	      348	        348	     511	      444	      389	        389	
documentation/movie/freemovie.html                                      	  23	  14	  13	    13	  58	  46	  45	    45	     436	      365	      355	        355	     472	      398	      388	        388	
documentation/movie/index.html                                          	  54	  48	  37	    37	 142	 132	 126	   126	    1329	     1267	     1176	       1176	    1424	     1357	     1266	       1266	
documentation/movie/initmovie.html                                      	  23	  14	   9	     9	  89	  77	  45	    45	     570	      499	      323	        323	     641	      567	      364	        364	
documentation/movie/ismovie.html                                        	  24	  16	   9	     9	  96	  85	  51	    51	     564	      498	      303	        303	     640	      571	      349	        349	
documentation/movie/loadmovie.html                                      	  39	  31	  11	    11	 141	 130	 102	   102	    1177	     1111	      784	        784	    1282	     1213	      879	        879	
documentation/movie/movieaudio.html                                     	  28	  21	  14	    14	  97	  87	  75	    75	     590	      529	      441	        441	     662	      598	      505	        505	
documentation/movie/movieheight.html                                    	  23	  16	   8	     8	  69	  59	  48	    48	     526	      467	      363	        363	     576	      514	      407	        407	
documentation/movie/movieinfo.html                                      	  26	  20	  10	    10	  67	  58	  43	    43	     565	      509	      381	        381	     611	      552	      419	        419	
documentation/movie/movielength.html                                    	  22	  16	   7	     7	  49	  40	  26	    26	     433	      377	      260	        260	     464	      405	      283	        283	
documentation/movie/movieseek.html                                      	  22	  15	   8	     8	  50	  40	  28	    28	     386	      325	      233	        233	     417	      353	      256	        256	
documentation/movie/moviestatus.html                                    	  26	  19	   9	     9	  63	  53	  42	    42	     461	      402	      295	        295	     507	      445	      335	        335	
documentation/movie/moviewidth.html                                     	  23	  16	   6	     6	  69	  59	  23	    23	     524	      465	      192	        192	     574	      512	      213	        213	
documentation/movie/pausemovie.html                                     	  24	  16	   8	     8	  46	  35	  27	    27	     455	      391	      286	        286	     480	      413	      308	        308	
documentation/movie/playmovie.html                                      	  37	  29	  12	    12	 137	 126	 110	   110	    1032	      966	      748	        748	    1136	     1067	      849	        849	
documentation/movie/resizemovie.html                                    	  24	  16	   8	     8	  62	  51	  40	    40	     487	      423	      316	        316	     528	      461	      351	        351	
documentation/movie/resumemovie.html                                    	  23	  15	   7	     7	  43	  32	  24	    24	     431	      367	      263	        263	     454	      387	      283	        283	
documentation/movie/stopmovie.html                                      	  22	  14	   8	     8	  47	  36	  30	    30	     394	      330	      253	        253	     420	      353	      276	        276	
documentation/music/catchmusic.html                                     	  43	  34	  24	    24	 181	 169	 150	   150	    1314	     1241	     1012	       1012	    1450	     1374	     1138	       1138	
documentation/music/freemusic.html                                      	  22	  14	  11	    11	  72	  62	  59	    59	     529	      465	      435	        435	     582	      516	      486	        486	
documentation/music/getmusicposition.html                               	  21	  14	  11	    11	  55	  45	  42	    42	     451	      392	      362	        362	     489	      427	      397	        397	
documentation/music/getmusicrow.html                                    	  21	  14	   8	     8	  58	  48	  38	    38	     437	      378	      282	        282	     478	      416	      316	        316	
documentation/music/index.html                                          	  45	  39	  23	    23	 182	 172	 158	   158	    1356	     1294	     1071	       1071	    1494	     1427	     1204	       1204	
documentation/music/ismusic.html                                        	  24	  16	   9	     9	  78	  67	  50	    50	     531	      465	      340	        340	     589	      520	      385	        385	
documentation/music/loadmusic.html                                      	  29	  22	   7	     7	 104	  94	  23	    23	     804	      745	      237	        237	     880	      818	      257	        257	
documentation/music/musicvolume.html                                    	  21	  14	   8	     8	  60	  51	  41	    41	     401	      344	      274	        274	     442	      383	      309	        309	
documentation/music/playmusic.html                                      	  23	  15	   7	     7	  47	  36	  28	    28	     468	      404	      294	        294	     495	      428	      318	        318	
documentation/music/setmusicposition.html                               	  23	  15	   6	     6	  58	  47	  34	    34	     455	      391	      262	        262	     493	      426	      293	        293	
documentation/music/stopmusic.html                                      	  20	  12	   7	     7	  47	  36	  31	    31	     349	      285	      223	        223	     377	      310	      248	        248	
documentation/network/closenetworkconnection.html                       	  31	  22	  15	    15	 116	 104	  96	    96	    1016	      945	      839	        839	    1104	     1030	      921	        921	
documentation/network/closenetworkserver.html                           	  23	  15	  13	    13	  53	  42	  40	    40	     541	      477	      440	        440	     574	      507	      470	        470	
documentation/network/connectionid.html                                 	  26	  19	   7	     7	  76	  66	  19	    19	     665	      606	      232	        232	     718	      656	      248	        248	
documentation/network/createnetworkserver.html                          	  52	  44	  31	    31	 330	 319	 299	   299	    2255	     2189	     1941	       1941	    2535	     2466	     2210	       2210	
documentation/network/eventclient.html                                  	  25	  16	  11	    11	  78	  66	  61	    61	     672	      601	      510	        510	     730	      656	      565	        565	
documentation/network/eventserver.html                                  	  21	  13	   9	     9	  65	  54	  50	    50	     532	      468	      403	        403	     581	      514	      449	        449	
documentation/network/examineipaddresses.html                           	  27	  20	  14	    14	  91	  81	  67	    67	     714	      655	      554	        554	     782	      720	      611	        611	
documentation/network/freeip.html                                       	  26	  18	  10	    10	  62	  51	  43	    43	     621	      557	      422	        422	     660	      593	      458	        458	
documentation/network/getclientip.html                                  	  23	  16	  11	    11	  74	  64	  59	    59	     562	      503	      430	        430	     617	      555	      482	        482	
documentation/network/getclientport.html                                	  22	  15	   9	     9	  52	  42	  36	    36	     458	      399	      319	        319	     492	      430	      350	        350	
documentation/network/hostname.html                                     	  16	   9	   7	     7	  28	  19	  17	    17	     282	      225	      197	        197	     299	      240	      212	        212	
documentation/network/index.html                                        	  63	  57	  36	    36	 127	 117	  96	    96	    1715	     1653	     1283	       1283	    1774	     1707	     1337	       1337	
documentation/network/initnetwork.html                                  	  16	   9	   6	     6	  45	  36	  33	    33	     359	      302	      261	        261	     393	      334	      293	        293	
documentation/network/ipaddressfield.html                               	  34	  26	  16	    16	 112	 101	  91	    91	     859	      793	      646	        646	     944	      875	      728	        728	
documentation/network/ipstring.html                                     	  30	  23	  11	    11	 103	  93	  71	    71	     840	      781	      579	        579	     918	      856	      644	        644	
documentation/network/makeipaddress.html                                	  35	  27	  16	    16	 136	 125	  99	    99	     987	      921	      702	        702	    1095	     1026	      791	        791	
documentation/network/networkclientevent.html                           	  26	  19	  10	    10	  74	  64	  50	    50	     815	      756	      569	        569	     879	      817	      625	        625	
documentation/network/networkserverevent.html                           	  37	  29	  16	    16	 150	 139	 118	   118	    1314	     1248	      956	        956	    1446	     1377	     1071	       1071	
documentation/network/nextipaddress.html                                	  26	  18	   9	     9	  86	  75	  66	    66	     749	      685	      518	        518	     814	      747	      580	        580	
documentation/network/opennetworkconnection.html                        	  49	  42	  27	    27	 273	 263	 225	   225	    1976	     1917	     1526	       1526	    2203	     2141	     1732	       1732	
documentation/network/receivenetworkdata.html                           	  36	  28	  19	    19	 171	 160	 151	   151	    1312	     1246	     1072	       1072	    1451	     1382	     1208	       1208	
documentation/network/sendnetworkdata.html                              	  33	  25	  17	    17	 146	 135	 127	   127	     975	      909	      777	        777	    1092	     1023	      891	        891	
documentation/network/sendnetworkstring.html                            	  44	  35	  16	    16	 216	 201	 142	   142	    1620	     1538	     1028	       1028	    1799	     1711	     1163	       1163	
documentation/network/serverid.html                                     	  22	  15	   5	     5	  60	  50	  19	    19	     459	      400	      161	        161	     498	      436	      177	        177	
documentation/node/attachnodeobject.html                                	  41	  32	  20	    20	 120	 108	  78	    78	    1057	      986	      696	        696	    1149	     1075	      771	        771	
documentation/node/createnode.html                                      	  26	  19	  13	    13	 104	  94	  77	    77	     684	      625	      488	        488	     766	      704	      557	        557	
documentation/node/detachnodeobject.html                                	  38	  29	   9	     9	 102	  90	  45	    45	     939	      868	      409	        409	    1013	      939	      455	        455	
documentation/node/freenode.html                                        	  23	  15	   9	     9	  79	  69	  51	    51	     559	      495	      370	        370	     618	      552	      415	        415	
documentation/node/index.html                                           	  56	  50	  36	    36	 114	 104	  88	    88	    1248	     1186	      972	        972	    1304	     1237	     1023	       1023	
documentation/node/isnode.html                                          	  23	  15	   8	     8	  72	  61	  44	    44	     445	      379	      261	        261	     498	      429	      301	        301	
documentation/node/movenode.html                                        	  31	  23	   9	     9	  98	  87	  36	    36	     678	      614	      274	        274	     751	      684	      305	        305	
documentation/node/nodefixedyawaxis.html                                	  25	  18	  10	    10	 115	 106	  75	    75	     659	      602	      453	        453	     753	      694	      522	        522	
documentation/node/nodeid.html                                          	  17	  11	   5	     5	  41	  33	  17	    17	     324	      272	      166	        166	     352	      298	      182	        182	
documentation/node/nodelookat.html                                      	  22	  15	   8	     8	  77	  68	  53	    53	     482	      425	      325	        325	     541	      482	      374	        374	
documentation/node/nodepitch.html                                       	  28	  21	   9	     9	 102	  92	  64	    64	     670	      611	      435	        435	     750	      688	      496	        496	
documentation/node/noderoll.html                                        	  28	  21	   9	     9	 103	  93	  65	    65	     658	      599	      427	        427	     739	      677	      489	        489	
documentation/node/nodex.html                                           	  26	  19	   9	     9	  93	  83	  56	    56	     568	      509	      367	        367	     640	      578	      419	        419	
documentation/node/nodey.html                                           	  26	  19	   9	     9	  93	  83	  56	    56	     566	      507	      366	        366	     638	      576	      418	        418	
documentation/node/nodeyaw.html                                         	  28	  21	   9	     9	 102	  92	  64	    64	     642	      583	      415	        415	     722	      660	      476	        476	
documentation/node/nodez.html                                           	  26	  19	   9	     9	  93	  83	  56	    56	     576	      517	      371	        371	     648	      586	      423	        423	
documentation/node/rotatenode.html                                      	  28	  20	   9	     9	  91	  80	  56	    56	     574	      510	      338	        338	     639	      572	      387	        387	
documentation/node/scalenode.html                                       	  25	  18	   7	     7	 109	 100	  52	    52	     628	      571	      303	        303	     712	      653	      348	        348	
documentation/nodeanimation/addnodeanimationtime.html                   	  21	  13	  10	    10	  52	  41	  23	    23	     464	      400	      300	        300	     496	      429	      314	        314	
documentation/nodeanimation/createnodeanimation.html                    	  41	  34	  24	    24	 245	 235	 201	   201	    1742	     1683	     1447	       1447	    1950	     1888	     1631	       1631	
documentation/nodeanimation/createnodeanimationkeyframe.html            	  31	  23	  13	    13	 172	 161	 145	   145	    1100	     1036	      866	        866	    1244	     1177	     1001	       1001	
documentation/nodeanimation/freenodeanimation.html                      	  24	  15	   9	     9	  90	  78	  72	    72	     742	      671	      551	        551	     811	      737	      617	        617	
documentation/nodeanimation/getnodeanimationkeyframetime.html           	  23	  16	  10	    10	  63	  53	  43	    43	     634	      575	      446	        446	     678	      616	      483	        483	
documentation/nodeanimation/getnodeanimationlength.html                 	  21	  14	   9	     9	  42	  32	  23	    23	     558	      499	      397	        397	     583	      521	      415	        415	
documentation/nodeanimation/getnodeanimationtime.html                   	  22	  15	   9	     9	  53	  43	  33	    33	     636	      577	      456	        456	     671	      609	      484	        484	
documentation/nodeanimation/getnodeanimationweight.html                 	  24	  17	   7	     7	 107	  97	  24	    24	     795	      736	      325	        325	     882	      820	      346	        346	
documentation/nodeanimation/index.html                                  	  65	  59	  43	    43	 118	 108	  93	    93	    2071	     2009	     1636	       1636	    2124	     2057	     1684	       1684	
documentation/nodeanimation/nodeanimationkeyframepitch.html             	  25	  18	   7	     7	  66	  56	  32	    32	     778	      719	      458	        458	     823	      761	      487	        487	
documentation/nodeanimation/nodeanimationkeyframeroll.html              	  25	  18	   7	     7	  66	  56	  32	    32	     777	      718	      455	        455	     822	      760	      484	        484	
documentation/nodeanimation/nodeanimationkeyframex.html                 	  25	  18	   7	     7	  70	  60	  36	    36	     771	      712	      456	        456	     820	      758	      489	        489	
documentation/nodeanimation/nodeanimationkeyframey.html                 	  25	  18	   7	     7	  70	  60	  36	    36	     769	      710	      455	        455	     818	      756	      488	        488	
documentation/nodeanimation/nodeanimationkeyframeyaw.html               	  25	  18	   7	     7	  66	  56	  32	    32	     766	      707	      447	        447	     811	      749	      476	        476	
documentation/nodeanimation/nodeanimationkeyframez.html                 	  25	  18	   7	     7	  70	  60	  36	    36	     763	      704	      452	        452	     812	      750	      485	        485	
documentation/nodeanimation/nodeanimationstatus.html                    	  23	  16	   8	     8	  60	  50	  29	    29	     692	      633	      432	        432	     733	      671	      457	        457	
documentation/nodeanimation/setnodeanimationkeyframeposition.html       	  26	  18	   6	     6	  73	  62	  29	    29	     688	      624	      351	        351	     738	      671	      377	        377	
documentation/nodeanimation/setnodeanimationkeyframerotation.html       	  33	  25	   9	     9	  99	  88	  50	    50	    1009	      945	      585	        585	    1078	     1011	      629	        629	
documentation/nodeanimation/setnodeanimationkeyframescale.html          	  42	  33	  16	    16	 199	 187	 145	   145	    1397	     1326	      824	        824	    1564	     1490	      963	        963	
documentation/nodeanimation/setnodeanimationlength.html                 	  21	  15	   7	     7	  42	  34	  22	    22	     557	      509	      348	        348	     581	      531	      366	        366	
documentation/nodeanimation/setnodeanimationtime.html                   	  27	  19	   7	     7	  66	  55	  28	    28	     736	      672	      404	        404	     778	      711	      428	        428	
documentation/nodeanimation/setnodeanimationweight.html                 	  26	  18	   6	     6	 109	  98	  23	    23	     786	      722	      282	        282	     872	      805	      302	        302	
documentation/nodeanimation/startnodeanimation.html                     	  29	  21	   7	     7	  84	  73	  30	    30	     839	      775	      415	        415	     900	      833	      444	        444	
documentation/nodeanimation/stopnodeanimation.html                      	  19	  11	   6	     6	  32	  21	  16	    16	     354	      290	      200	        200	     368	      301	      211	        211	
documentation/onerror/erroraddress.html                                 	  18	  11	  10	    10	  62	  53	  52	    52	     472	      415	      405	        405	     519	      460	      450	        450	
documentation/onerror/errorcode.html                                    	  31	  24	  18	    18	 125	 116	  96	    96	    1097	     1040	      877	        877	    1242	     1183	     1004	       1004	
